Berichtszeitpunkt	Impfung	Zielgruppe	Impfstatus	Altersgruppe	Bundesland_Name	Bundesland_short	KV_Region_Name	KV_Region_short	Landkreis_Name	Regionalschluessel_Kreis	Bevoelkerung_Gewicht	Impfquote
2020/21	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	253	34.38735
2020/21	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	69	34.78261
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	1425	28.70175
2020/21	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	209	10.52632
2020/21	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1317	16.40091
2020/21	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	3623	19.1554
2020/21	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	6518	27.61583
2020/21	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	4215	31.293
2020/21	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	936	30.66239
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	16818	25.79379
2020/21	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	600	17.83333
2020/21	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	4475	19.0838
2020/21	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	12614	21.22245
2020/21	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	17802	25.23312
2020/21	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	9682	26.88494
2020/21	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2181	25.90555
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	47354	23.8586
2020/21	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	284	26.40845
2020/21	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1105	26.42534
2020/21	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	2224	27.74281
2020/21	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	3493	31.0335
2020/21	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1790	30.39106
2020/21	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	331	30.21148
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	9227	29.392
2020/21	Influenza	Schwangere	1 Dosis	15-19	Niedersachsen	NI	Niedersachsen	NI	NA	NA	963	20.24922
2020/21	Influenza	Schwangere	1 Dosis	20-24	Niedersachsen	NI	Niedersachsen	NI	NA	NA	6239	20.09937
2020/21	Influenza	Schwangere	1 Dosis	25-29	Niedersachsen	NI	Niedersachsen	NI	NA	NA	16295	22.47929
2020/21	Influenza	Schwangere	1 Dosis	30-34	Niedersachsen	NI	Niedersachsen	NI	NA	NA	21162	26.1979
2020/21	Influenza	Schwangere	1 Dosis	35-39	Niedersachsen	NI	Niedersachsen	NI	NA	NA	10306	27.92548
2020/21	Influenza	Schwangere	1 Dosis	40-49	Niedersachsen	NI	Niedersachsen	NI	NA	NA	2127	26.23413
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Niedersachsen	NI	Niedersachsen	NI	NA	NA	57092	24.68297
2020/21	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1338	15.84454
2020/21	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1143	20.47244
2020/21	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	6635	20.3165
2020/21	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	7047	17.42585
2020/21	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	19301	21.53256
2020/21	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	17681	22.62315
2020/21	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	22485	26.88459
2020/21	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	27384	27.2714
2020/21	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	15069	28.76103
2020/21	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	10990	28.82621
2020/21	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2195	26.97039
2020/21	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3363	26.46447
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	73502	24.88096
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	61129	25.17136
2020/21	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	464	16.81034
2020/21	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	3085	17.1799
2020/21	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	8004	20.52724
2020/21	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	10311	22.61662
2020/21	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	5000	24.56
2020/21	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1020	21.17647
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	27884	21.61455
2020/21	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	150	19.33333
2020/21	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	766	19.97389
2020/21	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	1787	24.56631
2020/21	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2263	28.14848
2020/21	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1088	29.96324
2020/21	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	242	28.5124
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	6296	26.25476
2020/21	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	570	23.50877
2020/21	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2597	22.71852
2020/21	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	5911	25.81627
2020/21	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	10360	30.57915
2020/21	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	5155	30.63046
2020/21	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1095	29.40639
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	25688	28.4919
2020/21	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	436	29.58716
2020/21	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1631	30.53342
2020/21	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2995	33.18865
2020/21	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	4703	36.61493
2020/21	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2196	37.9326
2020/21	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	439	34.39636
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	12400	34.89516
2020/21	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	302	20.19868
2020/21	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	1937	22.30253
2020/21	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	5249	24.34749
2020/21	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	7012	27.11067
2020/21	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	3612	28.26689
2020/21	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	783	28.99106
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	18895	26.03863
2020/21	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	299	16.38796
2020/21	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1492	21.17962
2020/21	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	2849	20.88452
2020/21	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	4472	22.7415
2020/21	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2325	22.23656
2020/21	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	421	22.80285
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	11858	21.84179
2021/22	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	764	9.1623
2021/22	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	6529	9.95558
2021/22	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	21651	11.57914
2021/22	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	32149	15.09845
2021/22	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	16352	16.43224
2021/22	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3571	16.99804
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	81016	14.04044
2021/22	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	904	8.96018
2021/22	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	7562	7.60381
2021/22	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	25546	9.71581
2021/22	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	37126	14.08986
2021/22	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	19518	17.14827
2021/22	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4313	17.27336
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	94969	13.12112
2021/22	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	501	17.36527
2021/22	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	2633	18.91379
2021/22	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	6235	21.52366
2021/22	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	10301	29.92913
2021/22	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	6941	32.11353
2021/22	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1856	33.24353
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	28467	27.59687
2021/22	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	285	16.49123
2021/22	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1370	18.10219
2021/22	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	2990	19.13043
2021/22	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	4899	20.33068
2021/22	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	2847	22.37443
2021/22	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	621	19.4847
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	13012	20.14294
2021/22	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	35	5.71429
2021/22	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	188	18.08511
2021/22	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	353	18.69688
2021/22	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	461	22.99349
2021/22	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	237	20.25316
2021/22	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	66	21.21212
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	1340	20.14925
2021/22	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	195	16.41026
2021/22	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1171	15.79846
2021/22	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	3427	17.30376
2021/22	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	5944	24.69717
2021/22	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	3764	26.51435
2021/22	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	923	24.59372
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	15424	22.71136
2021/22	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	582	12.71478
2021/22	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	4026	14.33184
2021/22	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	11940	15.50251
2021/22	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	16816	19.89177
2021/22	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	9057	21.92779
2021/22	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2242	20.5174
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	44663	18.56794
2021/22	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	249	22.48996
2021/22	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1075	21.48837
2021/22	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1972	18.76268
2021/22	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	2946	21.62254
2021/22	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1666	21.0084
2021/22	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	345	22.6087
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	8253	20.86514
2021/22	Influenza	Schwangere	1 Dosis	15-19	Niedersachsen	NI	Niedersachsen	NI	NA	NA	935	13.79679
2021/22	Influenza	Schwangere	1 Dosis	20-24	Niedersachsen	NI	Niedersachsen	NI	NA	NA	5873	15.29031
2021/22	Influenza	Schwangere	1 Dosis	25-29	Niedersachsen	NI	Niedersachsen	NI	NA	NA	15343	18.38623
2021/22	Influenza	Schwangere	1 Dosis	30-34	Niedersachsen	NI	Niedersachsen	NI	NA	NA	19906	21.90797
2021/22	Influenza	Schwangere	1 Dosis	35-39	Niedersachsen	NI	Niedersachsen	NI	NA	NA	9777	22.53247
2021/22	Influenza	Schwangere	1 Dosis	40-49	Niedersachsen	NI	Niedersachsen	NI	NA	NA	2165	22.86374
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Niedersachsen	NI	Niedersachsen	NI	NA	NA	53999	20.19852
2021/22	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1166	13.03602
2021/22	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1149	14.09922
2021/22	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	6432	13.77488
2021/22	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	6644	13.26008
2021/22	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	18133	16.38449
2021/22	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	16860	15.94306
2021/22	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	21714	20.42461
2021/22	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	26026	22.72343
2021/22	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	14167	24.5006
2021/22	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	10732	21.58964
2021/22	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2335	20.77088
2021/22	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3373	23.688110000000002
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	69509	20.41175
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	59222	18.52859
2021/22	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	409	11.98044
2021/22	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	2765	13.96022
2021/22	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	7671	16.0996
2021/22	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9752	18.59106
2021/22	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	4792	20.03339
2021/22	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1047	20.91691
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	26436	17.63504
2021/22	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	147	9.52381
2021/22	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	708	15.96045
2021/22	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	1705	17.53666
2021/22	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2048	19.58008
2021/22	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1069	19.73807
2021/22	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	224	21.42857
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	5901	18.40366
2021/22	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	510	18.82353
2021/22	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2656	16.30271
2021/22	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	5374	18.36621
2021/22	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	9017	21.95852
2021/22	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	4964	22.15955
2021/22	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1029	18.75607
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	23550	20.33546
2021/22	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	403	25.31017
2021/22	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1519	24.02897
2021/22	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2758	23.49529
2021/22	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	3958	26.30116
2021/22	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2126	26.01129
2021/22	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	443	26.1851
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	11207	25.20746
2021/22	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	315	16.50794
2021/22	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	1806	16.38981
2021/22	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	5064	20.10269
2021/22	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6722	22.73133
2021/22	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	3422	23.3197
2021/22	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	777	23.42342
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	18106	21.39622
2021/22	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	315	13.33333
2021/22	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1455	13.60825
2021/22	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	2640	15.83333
2021/22	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	3944	16.40467
2021/22	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2015	17.51861
2021/22	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	495	13.33333
2021/22	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	10864	15.86892
2022/23	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	819	14.77411
2022/23	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	6112	12.84359
2022/23	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	19783	13.68852
2022/23	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	29825	17.38474
2022/23	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	15737	19.08877
2022/23	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3444	17.68293
2022/23	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	75720	16.39197
2022/23	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	851	8.93067
2022/23	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	7083	10.1793
2022/23	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	22741	12.11908
